date,li_smm_usd_t,ndpr_smm_usd_t,gfex_li_active,gfex_li_term_slope,gfex_li_oi,gfex_li_tightness
2025-11-12,11671.08,77340.17,86640.0,0.016929226428403554,1003409.0,-0.016929226428403554
2025-11-13,11828.64,76076.29,88360.0,0.014502762430939287,1037262.0,-0.014502762430939287
2025-11-14,11976.76,76656.91,87340.0,0.00045819014891179677,1024914.0,-0.00045819014891179677
2025-11-17,12101.59,76346.06,92660.0,0.003900325027085483,1118668.0,-0.003900325027085483
2025-11-18,12268.91,76294.62,94600.0,-0.0008449514152936155,1022292.0,0.0008449514152936155
2025-11-19,12471.94,76950.06,98160.0,0.009668792429541329,1093042.0,-0.009668792429541329
2025-11-20,12800.74,77813.92,100020.0,0.0008004802881729223,1077295.0,-0.0008004802881729223
2025-11-21,12940.4,76899.35,93160.0,-0.004700854700854684,998213.0,0.004700854700854684
2025-11-24,12932.79,77189.73,91320.0,-0.0008752735229758946,977397.0,0.0008752735229758946
2025-11-25,12935.09,77427.88,94960.0,0.006043600259011406,1033634.0,-0.006043600259011406
2025-11-26,13069.5,77881.84,97460.0,0.0020986358866736943,1055255.0,-0.0020986358866736943
2025-11-27,13151.22,78512.63,97020.0,0.0012650221378873727,1066017.0,-0.0012650221378873727
2025-11-28,13201.62,79773.0,96400.0,0.0,1070772.0,-0.0
2025-12-01,13304.29,84112.41,97260.0,0.0035766884073216154,1078188.0,-0.0035766884073216154
2025-12-02,13306.27,84080.4,96380.0,-0.0006343835906110762,1078521.0,0.0006343835906110762
2025-12-03,13318.18,83141.59,94900.0,-0.004058961760307622,1062943.0,0.004058961760307622
2025-12-04,13265.03,82906.45,93320.0,0.011461318051575908,1045917.0,-0.011461318051575908
2025-12-05,13155.3,82247.05,93200.0,0.009034817100044057,1052293.0,-0.009034817100044057
2025-12-08,13091.41,82782.86,93960.0,-0.009267241379310343,1053690.0,0.009267241379310343
2025-12-09,13083.1,82236.61,93580.0,-0.005844155844155874,1022990.0,0.005844155844155874
2025-12-10,13087.49,81743.87,95100.0,-0.005553182400683476,1040523.0,0.005553182400683476
2025-12-11,13208.64,81794.68,97900.0,0.0025062656641603454,1063114.0,-0.0025062656641603454
2025-12-12,13358.97,81850.18,99660.0,0.01348314606741563,1055570.0,-0.01348314606741563
2025-12-15,13456.56,81884.91,99340.0,0.016218435639498985,1079143.0,-0.016218435639498985
2025-12-16,13572.45,81845.34,100940.0,0.01796165489404644,1084952.0,-0.01796165489404644
2025-12-17,13748.99,81743.1,107000.0,0.01674914350970691,1078305.0,-0.01674914350970691
2025-12-18,13810.24,81403.25,107260.0,0.01742754309528327,1066231.0,-0.01742754309528327
2025-12-19,13831.84,81305.42,110000.0,0.01700554528650655,1052074.0,-0.01700554528650655
2025-12-22,14025.84,83588.35,113900.0,0.023259974950796236,1078482.0,-0.023259974950796236
2025-12-23,14103.07,84334.96,117780.0,0.021964718090626167,1084473.0,-0.021964718090626167
2025-12-24,14405.95,84519.64,122980.0,0.020000000000000018,1075229.0,-0.020000000000000018
2025-12-25,14914.55,84383.09,120720.0,0.021684316691880978,1072674.0,-0.021684316691880978
2025-12-26,15927.69,84406.8,129000.0,0.023351214894288486,1040008.0,-0.023351214894288486
2025-12-29,16793.33,86528.34,126340.0,0.010123378677633577,945569.0,-0.010123378677633577
2025-12-30,16794.76,86251.07,120540.0,0.020573355817875116,945781.0,-0.020573355817875116
2025-12-31,16905.39,86524.2,120640.0,0.01963746223564944,914644.0,-0.01963746223564944
2026-01-05,17070.7,86996.27,126560.0,0.03063209076175033,957057.0,-0.03063209076175033
2026-01-06,18211.16,86628.01,136120.0,0.03332328106151983,996465.0,-0.03332328106151983
2026-01-07,19063.26,87962.3,141520.0,0.01905444126074496,964232.0,-0.01905444126074496
2026-01-08,19747.35,89469.03,143400.0,0.026604068857589924,989432.0,-0.026604068857589924
2026-01-09,20001.43,89220.66,143180.0,0.025772461910864353,1001115.0,-0.025772461910864353
2026-01-12,21736.33,91020.89,155420.0,0.07000000000000006,994906.0,-0.07000000000000006
2026-01-13,22807.54,92016.64,167860.0,0.03386087596613918,901351.0,-0.03386087596613918
2026-01-14,23302.36,96140.1,165380.0,-0.0014398848092153083,886318.0,0.0014398848092153083
2026-01-15,22755.57,97677.21,160640.0,-0.0027177269919703706,874882.0,0.0027177269919703706
2026-01-16,22622.81,96576.51,153120.0,0.03154699049630416,826015.0,-0.03154699049630416
2026-01-19,21627.66,95963.79,147260.0,0.013302249040043845,824352.0,-0.013302249040043845
2026-01-20,21856.59,95667.38,155460.0,0.01905010438413357,832076.0,-0.01905010438413357
2026-01-21,22703.83,95184.21,164580.0,0.009624756335282703,848112.0,-0.009624756335282703
2026-01-22,23566.66,96343.94,169160.0,0.016528925619834656,858384.0,-0.016528925619834656
2026-01-23,24502.78,96363.27,177320.0,0.016991675219523383,859215.0,-0.016991675219523383
2026-01-26,26027.85,98590.34,176940.0,-0.008250641097112266,805315.0,0.008250641097112266
2026-01-27,24734.73,99655.86,173020.0,0.01792030181560955,804330.0,-0.01792030181560955
2026-01-28,24688.88,99975.6,170340.0,0.003978935049736787,782909.0,-0.003978935049736787
2026-01-29,24114.72,106793.75,166500.0,0.0054413542926239344,770794.0,-0.0054413542926239344
2026-01-30,23038.5,107441.22,153980.0,0.00210470928702966,723001.0,-0.00210470928702966
2026-02-02,22317.58,105129.46,141540.0,-0.0009868884816015555,683128.0,0.0009868884816015555
2026-02-03,22061.25,106353.93,145300.0,-0.017486783245221682,687342.0,0.017486783245221682
2026-02-04,22010.27,107174.2,148660.0,0.002291413937188347,688369.0,-0.002291413937188347
2026-02-05,20684.01,107729.21,136720.0,-0.0479910714285714,642968.0,0.0479910714285714
2026-02-06,19329.43,108862.8,132300.0,-0.0412204782162241,638582.0,0.0412204782162241
2026-02-09,19491.35,115797.35,137300.0,0.0036673023324043097,644017.0,-0.0036673023324043097
2026-02-10,19625.67,124103.5,137620.0,0.015039811265113556,643394.0,-0.015039811265113556
2026-02-11,19905.95,122609.12,144140.0,0.01789992952783659,657690.0,-0.01789992952783659
2026-02-12,20586.83,122798.65,149340.0,0.016424596172119,654026.0,-0.016424596172119
2026-02-13,20764.42,122780.92,148440.0,0.014320785597381258,641298.0,-0.014320785597381258
2026-02-24,21983.11,127993.75,161000.0,0.026269035532994867,674410.0,-0.026269035532994867
2026-02-25,23467.88,128402.3,167840.0,0.024017467248908186,697605.0,-0.024017467248908186
2026-02-26,25201.76,129286.48,177120.0,0.012626549880559557,700562.0,-0.012626549880559557
2026-02-27,25021.09,129469.61,173680.0,0.0285579419400519,711725.0,-0.0285579419400519
2026-03-02,25068.3,126431.44,173380.0,0.024671052631578982,707561.0,-0.024671052631578982
2026-03-03,23350.25,123350.25,157560.0,-0.0032712632108706785,646830.0,0.0032712632108706785
2026-03-04,22205.88,122204.44,151320.0,0.017893179066325926,637547.0,-0.017893179066325926
2026-03-05,22611.97,122843.89,155500.0,0.0045114720288734755,628524.0,-0.0045114720288734755
2026-03-06,22422.98,122766.73,156460.0,0.019390942217595075,628484.0,-0.019390942217595075
2026-03-09,22291.53,122081.21,156500.0,0.011260678229355392,624728.0,-0.011260678229355392
2026-03-10,22942.75,117246.87,163440.0,-0.001463236190708428,629166.0,0.001463236190708428
2026-03-11,23110.13,111916.98,159840.0,0.0010028832894570794,625876.0,-0.0010028832894570794
2026-03-12,22917.81,115314.32,156140.0,0.015974025974025974,622924.0,-0.015974025974025974
2026-03-13,23043.48,116304.35,156880.0,-0.005151983513652758,616621.0,0.005151983513652758
2026-03-16,22614.95,114664.32,154720.0,-0.015700791422006644,618343.0,0.015700791422006644
2026-03-17,22888.93,107925.65,157080.0,-0.004448964026948055,620652.0,0.004448964026948055
2026-03-18,22537.21,107613.37,152300.0,-0.0058147218184221305,620771.0,0.0058147218184221305
2026-03-19,22067.87,100571.59,145360.0,0.006005586592178869,595501.0,-0.006005586592178869
2026-03-20,21589.82,101790.94,147540.0,-0.0013622122326658603,596235.0,0.0013622122326658603
2026-03-23,21146.99,104291.47,144140.0,0.003629257398101604,594527.0,-0.003629257398101604
2026-03-24,21350.51,102989.07,152500.0,-0.009692206941715797,593785.0,0.009692206941715797
2026-03-25,22088.64,103201.04,158220.0,0.01076494427558261,595801.0,-0.01076494427558261
2026-03-26,22612.34,102947.55,158720.0,0.0075073164524748215,608944.0,-0.0075073164524748215
2026-03-27,22781.67,102733.8,164180.0,0.0024542888698000365,643957.0,-0.0024542888698000365
2026-03-30,23719.92,102738.24,170820.0,0.011175155864016073,656807.0,-0.011175155864016073
2026-03-31,23531.45,104159.15,162880.0,0.005210271678451894,637141.0,-0.005210271678451894
2026-04-01,23373.28,104564.66,159160.0,-0.009050334738408106,632433.0,0.009050334738408106
2026-04-02,23121.64,105098.36,160120.0,-0.011408730158730118,629162.0,0.011408730158730118
2026-04-03,22955.71,108985.31,159320.0,0.0028912633563795698,623508.0,-0.0028912633563795698
2026-04-07,23073.57,111377.16,161740.0,0.0024993751562110145,630129.0,-0.0024993751562110145
2026-04-08,23082.08,111041.53,160240.0,-0.013591993080439901,628881.0,0.013591993080439901
2026-04-09,22724.95,110524.24,155420.0,0.0018212566671003128,627330.0,-0.0018212566671003128
2026-04-10,22704.05,110564.57,156320.0,0.012095200936402595,615171.0,-0.012095200936402595
2026-04-13,22913.02,110697.61,161820.0,0.00912728182045508,644328.0,-0.00912728182045508
2026-04-14,23588.01,111367.52,166400.0,0.01760000000000006,655687.0,-0.01760000000000006
2026-04-15,24284.63,113742.76,168900.0,0.013032460480270291,668920.0,-0.013032460480270291
2026-04-16,24498.69,113425.28,172700.0,0.01631977294228948,715428.0,-0.01631977294228948
2026-04-17,24770.2,116178.81,175640.0,0.01501571411942737,726667.0,-0.01501571411942737
2026-04-20,25225.94,117355.44,179360.0,0.019154030327214633,747723.0,-0.019154030327214633
2026-04-21,25156.86,119421.98,174840.0,0.014949778089231591,718928.0,-0.014949778089231591
2026-04-22,24979.18,120148.41,174200.0,0.011844728509440516,721483.0,-0.011844728509440516
2026-04-23,25262.11,115358.78,175760.0,0.016878128273774884,725140.0,-0.016878128273774884
2026-04-24,25245.52,113240.04,177520.0,0.017497409922873297,739235.0,-0.017497409922873297
2026-04-27,25709.95,111750.61,181600.0,0.021317392285134185,745058.0,-0.021317392285134185
2026-04-28,25491.57,111753.88,177260.0,0.017626728110599066,724799.0,-0.017626728110599066
2026-04-29,25438.43,112614.25,179960.0,0.036646816307833285,749993.0,-0.036646816307833285
2026-04-30,25790.47,112560.1,185820.0,0.022927689594356204,759148.0,-0.022927689594356204
2026-05-06,27417.49,112960.07,196080.0,0.017320058079236755,778515.0,-0.017320058079236755
2026-05-07,27911.27,112084.63,197180.0,0.01610904584882289,784864.0,-0.01610904584882289
2026-05-08,28411.59,110937.0,198060.0,0.032136501622527014,777527.0,-0.032136501622527014
2026-05-11,28656.76,111177.97,202140.0,0.019720873786407855,810052.0,-0.019720873786407855
2026-05-12,29362.11,111208.98,205800.0,0.016271455501537746,809351.0,-0.016271455501537746
2026-05-13,29426.87,108607.91,201840.0,0.005589938111399517,783433.0,-0.005589938111399517
2026-05-14,28662.56,109873.15,195740.0,0.02498693152117104,730819.0,-0.02498693152117104
2026-05-15,28204.6,108705.23,190900.0,0.004417332772402194,709363.0,-0.004417332772402194
2026-05-18,28026.58,104642.31,191500.0,0.021281123643328348,716226.0,-0.021281123643328348
2026-05-19,27347.65,104331.63,185520.0,0.022343921139101885,695135.0,-0.022343921139101885
2026-05-20,26196.02,100979.06,180220.0,0.028555240793201042,686659.0,-0.028555240793201042
2026-05-21,26688.56,103014.93,181540.0,0.037183544303797555,682886.0,-0.037183544303797555
2026-05-22,26104.68,102438.88,181300.0,0.046148587055606205,683823.0,-0.046148587055606205
2026-05-25,26940.21,100924.71,183300.0,0.04667641435159142,675951.0,-0.04667641435159142
2026-05-26,26460.47,99226.77,178640.0,0.024551034325983156,661441.0,-0.024551034325983156
2026-05-27,26024.05,102552.42,175400.0,0.028424976700838878,645828.0,-0.028424976700838878
2026-05-28,25811.1,100744.18,177580.0,0.03804347826086962,640176.0,-0.03804347826086962
2026-05-29,26119.07,101165.43,180180.0,0.03921792819574654,638836.0,-0.03921792819574654
2026-06-01,26380.56,102058.86,180020.0,0.03544967513963293,637506.0,-0.03544967513963293
2026-06-02,25897.38,103221.15,173860.0,0.03653236226947021,630886.0,-0.03653236226947021
2026-06-03,25134.89,103193.09,168520.0,0.04959489319911614,618653.0,-0.04959489319911614
2026-06-04,24767.41,102823.41,162400.0,0.053111928001014164,614314.0,-0.053111928001014164
2026-06-05,23989.29,102506.37,161980.0,0.04610332196539102,609583.0,-0.04610332196539102
2026-06-08,24077.34,102190.85,162840.0,0.046326685180509974,602133.0,-0.046326685180509974
2026-06-09,24070.97,102163.81,165300.0,0.05499312585926752,605743.0,-0.05499312585926752
2026-06-10,24411.26,102210.64,167180.0,0.06414905589596098,605508.0,-0.06414905589596098
2026-06-11,24501.15,101757.02,171360.0,0.055575735561205875,609820.0,-0.055575735561205875
2026-06-12,25138.59,101807.62,176780.0,0.04593557390394243,606788.0,-0.04593557390394243
2026-06-15,25167.91,103107.24,175200.0,0.0420079569389189,607927.0,-0.0420079569389189
2026-06-16,24936.92,103657.91,170300.0,0.04400918873171311,604114.0,-0.04400918873171311
2026-06-17,25009.96,106605.88,171800.0,0.04470278044103537,609092.0,-0.04470278044103537
2026-06-18,24647.78,105885.99,165680.0,0.04676393565282444,605564.0,-0.04676393565282444
2026-06-22,23117.47,105795.56,156000.0,0.045984627617280616,602536.0,-0.045984627617280616
2026-06-23,23344.87,107224.39,156580.0,0.03786395090742922,607357.0,-0.03786395090742922
2026-06-24,23145.43,110216.32,159680.0,0.0476374404531994,608694.0,-0.0476374404531994
2026-06-25,23005.01,109163.91,155240.0,0.03672278934111106,610953.0,-0.03672278934111106
